NAME	TITLE	SCORE	
IL1RN	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]	0.5106626	
ZNF595	zinc finger protein 595 [Source:HGNC Symbol;Acc:HGNC:27196]	0.5104573	
MYLK3	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]	0.51040906	
IL10RB	interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]	0.5099898	
WDR55	WD repeat domain 55 [Source:HGNC Symbol;Acc:HGNC:25971]	0.5098502	
RPS10	ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383]	0.50959593	
DYNC2I1	dynein 2 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:21862]	0.5080527	
AMMECR1	AMMECR nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:467]	0.5078019	
KIAA0513	KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]	0.5077022	
MRPL55	mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]	0.5075437	
TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]	0.50753975	
RGS10	regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]	0.5074358	
NBPF14	NBPF member 14 [Source:HGNC Symbol;Acc:HGNC:25232]	0.50743216	
SNCG	synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]	0.50743204	
TMEM165	transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]	0.5073909	
NPAP1	nuclear pore associated protein 1 [Source:HGNC Symbol;Acc:HGNC:1190]	0.5067925	
ELOF1	elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:28691]	0.50641996	
SYNGR2	synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]	0.50634646	
TMEM127	transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038]	0.5063241	
UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]	0.5060817	
SLC35F1	solute carrier family 35 member F1 [Source:HGNC Symbol;Acc:HGNC:21483]	0.50605524	
NINL	ninein like [Source:HGNC Symbol;Acc:HGNC:29163]	0.50595737	
RBMS3	RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]	0.50588584	
NRIP1	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]	0.5058684	
FOXO3	forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]	0.50570476	
AP4E1	adaptor related protein complex 4 subunit epsilon 1 [Source:HGNC Symbol;Acc:HGNC:573]	0.5044829	
MPLKIP	M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:HGNC:16002]	0.50374633	
MAN2A1	mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]	0.50352114	
IL6ST	interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]	0.50337374	
CHURC1	churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]	0.50241494	
RIPOR3	RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]	0.5022236	
USP38	ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067]	0.5021687	
PLEKHD1	pleckstrin homology and coiled-coil domain containing D1 [Source:HGNC Symbol;Acc:HGNC:20148]	0.49887022	
RABL2B	RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]	0.4988416	
FITM2	fat storage inducing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16135]	0.49829736	
CCDC47	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]	0.4982084	
HSD17B13	hydroxysteroid 17-beta dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:18685]	0.4982017	
POM121	POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]	0.49800882	
AP2M1	adaptor related protein complex 2 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:564]	0.49786973	
MVB12A	multivesicular body subunit 12A [Source:HGNC Symbol;Acc:HGNC:25153]	0.4976437	
MYO6	myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]	0.49750587	
NDUFB7	NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702]	0.4972183	
HSPA4	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]	0.49708822	
FAM162A	family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]	0.49700278	
BCO2	beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]	0.49674776	
MYSM1	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]	0.49657255	
NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]	0.4960131	
AGK	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]	0.49591523	
POLE3	DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]	0.4948678	
WRAP53	WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]	0.4947866	
ASB7	ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182]	0.49446094	
PMS2P13	PMS1 homolog 2, mismatch repair system component pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:55748]	0.49411988	
SYTL1	synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]	0.49387836	
OPRD1	opioid receptor delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]	0.4930342	
LAMC3	laminin subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:6494]	0.4930342	
RAD18	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]	0.4927154	
LIMCH1	LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]	0.49204382	
ZNF655	zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]	0.49200252	
FANCL	FA complementation group L [Source:HGNC Symbol;Acc:HGNC:20748]	0.491048	
TRAK1	trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]	0.4908921	
SENP5	SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407]	0.49064773	
CASP3	caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]	0.49063817	
DCTD	dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]	0.49043867	
SFSWAP	splicing factor SWAP [Source:HGNC Symbol;Acc:HGNC:10790]	0.4902643	
TSPAN14	tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]	0.4902485	
PHF6	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	0.49015567	
DIRAS2	DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]	0.49009937	
GPX4	glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]	0.48971716	
SRCAP	Snf2 related CREBBP activator protein [Source:HGNC Symbol;Acc:HGNC:16974]	0.48939687	
CDKN2AIPNL	CDKN2A interacting protein N-terminal like [Source:HGNC Symbol;Acc:HGNC:30545]	0.48908302	
ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:18802]	0.48905545	
TIPARP	TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]	0.48886722	
FYB1	FYN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4036]	0.48873526	
FNDC3A	fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]	0.48867244	
TMPRSS12	transmembrane serine protease 12 [Source:HGNC Symbol;Acc:HGNC:28779]	0.4884261	
FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	0.48834133	
SCAMP4	secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]	0.48825803	
ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	0.4876873	
CCT6A	chaperonin containing TCP1 subunit 6A [Source:HGNC Symbol;Acc:HGNC:1620]	0.48704973	
PLCG2	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	0.4868821	
NOP16	NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]	0.48609513	
COG3	component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]	0.4852791	
NAF1	nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126]	0.48496467	
AUTS2	activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]	0.48410508	
TTLL9	tubulin tyrosine ligase like 9 [Source:HGNC Symbol;Acc:HGNC:16118]	0.48400304	
ANAPC11	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]	0.48374736	
MPDU1	mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]	0.4835991	
SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]	0.48309857	
STK39	serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]	0.4823703	
ADD3	adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]	0.48237	
CD34	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]	0.4818243	
SAMD12	sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]	0.4816189	
PICALM	phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:HGNC:15514]	0.48161346	
DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091]	0.4806207	
SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8 [Source:HGNC Symbol;Acc:HGNC:10671]	0.48035777	
MVK	mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]	0.47993124	
NUP188	nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]	0.4798046	
TOMM34	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]	0.47967964	
HSBP1	heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]	0.47947764	
ASB4	ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]	0.47935042	
FAM24B	family with sequence similarity 24 member B [Source:HGNC Symbol;Acc:HGNC:23475]	0.47935042	
CLIP2	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]	0.47935042	
CATSPER2P1	CATSPER2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31054]	0.47935042	
ARGFX	arginine-fifty homeobox [Source:HGNC Symbol;Acc:HGNC:30146]	0.47935042	
FBXL13	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]	0.47935042	
IZUMO1	izumo sperm-oocyte fusion 1 [Source:HGNC Symbol;Acc:HGNC:28539]	0.47935042	
PHF11	PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]	0.47935042	
IPCEF1	interaction protein for cytohesin exchange factors 1 [Source:HGNC Symbol;Acc:HGNC:21204]	0.47935042	
ARHGAP25	Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]	0.47935042	
PSTK	phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]	0.47935042	
RPS27P4	ribosomal protein S27 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16694]	0.47935042	
C6orf120	chromosome 6 open reading frame 120 [Source:HGNC Symbol;Acc:HGNC:21247]	0.47935042	
ADCY1	adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]	0.47935042	
OSBPL6	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	0.47935042	
CCDC201	coiled-coil domain containing 201 [Source:HGNC Symbol;Acc:HGNC:54081]	0.47935042	
MTND4P24	MT-ND4 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42220]	0.47935042	
ZNF677	zinc finger protein 677 [Source:HGNC Symbol;Acc:HGNC:28730]	0.47935042	
ZNF534	zinc finger protein 534 [Source:HGNC Symbol;Acc:HGNC:26337]	0.47935042	
ZNF514	zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]	0.47935042	
CENPBD1P	CENPB DNA-binding domain containing 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:28272]	0.47935042	
SIGLEC8	sialic acid binding Ig like lectin 8 [Source:HGNC Symbol;Acc:HGNC:10877]	0.47935042	
PAFAH2	platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]	0.47935042	
RALGDS	ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842]	0.47935042	
OR7E21P	olfactory receptor family 7 subfamily E member 21 pseudogene [Source:HGNC Symbol;Acc:HGNC:8393]	0.47935042	
LRRN2	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]	0.47935042	
MCM3AP	minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]	0.4789258	
LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]	0.47887093	
MLLT3	MLLT3 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7136]	0.4787789	
PFKM	phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]	0.47876516	
PRKD1	protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]	0.47855848	
TIMM23B-AGAP6	TIMM23B-AGAP6 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:45009]	0.4781459	
IDH2	isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]	0.47741976	
ZSCAN22	zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:HGNC:4929]	0.47738197	
E2F5	E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]	0.476912	
NDUFC2	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]	0.4766667	
FANCD2	FA complementation group D2 [Source:HGNC Symbol;Acc:HGNC:3585]	0.47646725	
TMEM268	transmembrane protein 268 [Source:HGNC Symbol;Acc:HGNC:24513]	0.47550038	
PARP14	poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]	0.47547212	
RAD23A	RAD23 homolog A, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9812]	0.47528827	
CARF	calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435]	0.4747337	
HEXA	hexosaminidase subunit alpha [Source:HGNC Symbol;Acc:HGNC:4878]	0.4746538	
MTR	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]	0.47461164	
CMBL	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]	0.47398195	
CENPH	centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]	0.47383526	
OXSR1	oxidative stress responsive kinase 1 [Source:HGNC Symbol;Acc:HGNC:8508]	0.4729936	
ZFC3H1	zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]	0.47297475	
HMGN5	high mobility group nucleosome binding domain 5 [Source:HGNC Symbol;Acc:HGNC:8013]	0.47290635	
AFDN	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	0.47281685	
IRGQ	immunity related GTPase Q [Source:HGNC Symbol;Acc:HGNC:24868]	0.47190005	
RPL39P3	ribosomal protein L39 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:21383]	0.4718991	
APCDD1	APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718]	0.47166756	
CD63	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	0.47159848	
RBMXL1	RBMX like 1 [Source:HGNC Symbol;Acc:HGNC:25073]	0.4713976	
CBY1	chibby 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]	0.47076964	
TRPM6	transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]	0.47076327	
SSNA1	SS nuclear autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11321]	0.47075415	
KIAA1614	KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327]	0.47046754	
ARPP19	cAMP regulated phosphoprotein 19 [Source:HGNC Symbol;Acc:HGNC:16967]	0.47046712	
MARCHF2	membrane associated ring-CH-type finger 2 [Source:HGNC Symbol;Acc:HGNC:28038]	0.47034553	
SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]	0.46955833	
DNAJB11	DnaJ heat shock protein family (Hsp40) member B11 [Source:HGNC Symbol;Acc:HGNC:14889]	0.46942684	
COPS4	COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]	0.4691434	
DEPDC5	DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]	0.46847913	
SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]	0.46828693	
FSTL4	follistatin like 4 [Source:HGNC Symbol;Acc:HGNC:21389]	0.4682075	
ZNF761	zinc finger protein 761 [Source:HGNC Symbol;Acc:HGNC:23179]	0.46782392	
RASGRP3	RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]	0.46715635	
BRAF	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]	0.46714577	
SREBF2	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]	0.46709225	
CDH3	cadherin 3 [Source:HGNC Symbol;Acc:HGNC:1762]	0.4669311	
WBP11P2	WBP11 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54786]	0.4668747	
EGFL6	EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]	0.46683374	
TBC1D14	TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]	0.46642947	
TPGS1	tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]	0.46590358	
MRPL43	mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]	0.4658499	
PTGR2	prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]	0.46527714	
REEP3	receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]	0.4641795	
MAP1LC3C	microtubule associated protein 1 light chain 3 gamma [Source:HGNC Symbol;Acc:HGNC:13353]	0.46377045	
OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3 [Source:HGNC Symbol;Acc:HGNC:8142]	0.46334034	
DPCD	deleted in primary ciliary dyskinesia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:24542]	0.4632534	
APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]	0.46261236	
CHMP4B	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]	0.462293	
ZNF234	zinc finger protein 234 [Source:HGNC Symbol;Acc:HGNC:13027]	0.4619457	
NT5C1A	5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:HGNC:17819]	0.4615734	
TWF1	twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]	0.46150362	
ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]	0.46140307	
DHRS12	dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]	0.46126217	
TBL2	transducin beta like 2 [Source:HGNC Symbol;Acc:HGNC:11586]	0.46090966	
CYCS	cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]	0.46077153	
EFNA1	ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]	0.4603568	
MEMO1	mediator of cell motility 1 [Source:HGNC Symbol;Acc:HGNC:14014]	0.4603221	
STAT1	signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]	0.46029392	
NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase [Source:HGNC Symbol;Acc:HGNC:26513]	0.4601645	
TMEM143	transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603]	0.46016055	
DENND5A	DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]	0.46012408	
DNAJC21	DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030]	0.45998347	
GIGYF1	GRB10 interacting GYF protein 1 [Source:HGNC Symbol;Acc:HGNC:9126]	0.45987928	
TRPM3	transient receptor potential cation channel subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:17992]	0.45928875	
CDC14B	cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]	0.45875227	
SLC2A4RG	SLC2A4 regulator [Source:HGNC Symbol;Acc:HGNC:15930]	0.45873824	
PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]	0.45860165	
OAZ1	ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]	0.4584893	
BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	0.45845604	
LAIR1	leukocyte associated immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:6477]	0.45845574	
DCBLD2	discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]	0.4583305	
RNF170	ring finger protein 170 [Source:HGNC Symbol;Acc:HGNC:25358]	0.45824966	
ZC3H12D	zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175]	0.4580997	
ZNF706	zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992]	0.457761	
ARMCX3	armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]	0.4576611	
DUOX2	dual oxidase 2 [Source:HGNC Symbol;Acc:HGNC:13273]	0.45726305	
PGLS	6-phosphogluconolactonase [Source:HGNC Symbol;Acc:HGNC:8903]	0.4572473	
SLC13A5	solute carrier family 13 member 5 [Source:HGNC Symbol;Acc:HGNC:23089]	0.45669672	
TMEM185B	transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]	0.45633164	
OR6C74	olfactory receptor family 6 subfamily C member 74 [Source:HGNC Symbol;Acc:HGNC:31303]	0.4560332	
EPHB2	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]	0.45594394	
BAIAP2L2	BAR/IMD domain containing adaptor protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26203]	0.45574355	
GFM2	GTP dependent ribosome recycling factor mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:29682]	0.45528066	
GAN	gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]	0.45493072	
STAG2	STAG2 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11355]	0.4548926	
PGM2	phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]	0.4548906	
DRAM2	DNA damage regulated autophagy modulator 2 [Source:HGNC Symbol;Acc:HGNC:28769]	0.45448902	
GORASP2	golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]	0.45422125	
PDE6A	phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]	0.45390102	
NIPAL3	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	0.45350194	
GUCA1A	guanylate cyclase activator 1A [Source:HGNC Symbol;Acc:HGNC:4678]	0.45325717	
MYADM	myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]	0.45308912	
PHLDB2	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]	0.45303988	
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]	0.45298454	
NDUFA13	NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]	0.45277938	
PPP1R7	protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]	0.4526553	
VTI1A	vesicle transport through interaction with t-SNAREs 1A [Source:HGNC Symbol;Acc:HGNC:17792]	0.45253494	
TCHP	trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135]	0.45241213	
RGS9	regulator of G protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004]	0.45234245	
SP1	Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]	0.45223105	
GDAP1	ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]	0.45215702	
EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon [Source:HGNC Symbol;Acc:HGNC:3261]	0.45202178	
DDX41	DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]	0.4519976	
DOP1B	DOP1 leucine zipper like protein B [Source:HGNC Symbol;Acc:HGNC:1291]	0.45130965	
TPRN	taperin [Source:HGNC Symbol;Acc:HGNC:26894]	0.4509153	
RNF128	ring finger protein 128 [Source:HGNC Symbol;Acc:HGNC:21153]	0.45021817	
THAP9	THAP domain containing 9 [Source:HGNC Symbol;Acc:HGNC:23192]	0.44975638	
VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]	0.44964436	
SPTB	spectrin beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]	0.4491455	
PPFIA1	PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]	0.44895792	
ADAM9	ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216]	0.4488026	
LY6D	lymphocyte antigen 6 family member D [Source:HGNC Symbol;Acc:HGNC:13348]	0.4487348	
NDUFA1	NADH:ubiquinone oxidoreductase subunit A1 [Source:HGNC Symbol;Acc:HGNC:7683]	0.4484143	
DTWD1	DTW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30926]	0.44837084	
RPS6P20	ribosomal protein S6 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36940]	0.4475055	
TRIM52	tripartite motif containing 52 [Source:HGNC Symbol;Acc:HGNC:19024]	0.44744933	
KIAA2012	KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250]	0.44712883	
SIGIRR	single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]	0.44661745	
TOMM40L	translocase of outer mitochondrial membrane 40 like [Source:HGNC Symbol;Acc:HGNC:25756]	0.44661745	
IL2RA	interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008]	0.44661745	
C1orf159	chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]	0.44661745	
VPS51	VPS51 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:1172]	0.44661745	
RPS2P46	ribosomal protein S2 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35839]	0.44661745	
CROCCP2	CROCC pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:28170]	0.44661745	
