NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
EFHC1	1	ENSG00000096093	
PRCP	1	ENSG00000137509	
EXPH5	1	ENSG00000110723	
HNRNPD	1	ENSG00000138668	
TCF25	1	ENSG00000141002	
PGGT1B	1	ENSG00000164219	
ROPN1L	1	ENSG00000145491	
TRAPPC2B	1	ENSG00000256060	
RBX1	1	ENSG00000100387	
BZW2	1	ENSG00000136261	
SLC25A6	1	ENSG00000292334	
IQCK	1	ENSG00000174628	
TTLL3	1	ENSG00000214021	
CCNH	1	ENSG00000134480	
RBL2	1	ENSG00000103479	
SGTB	1	ENSG00000197860	
CARD6	1	ENSG00000132357	
LDB1	1	ENSG00000198728	
PGD	1	ENSG00000142657	
C11orf98	1	ENSG00000278615	
PHACTR2	1	ENSG00000112419	
ARHGAP22	1	ENSG00000128805	
CS	1	ENSG00000062485	
INTS7	1	ENSG00000143493	
GCLC	1	ENSG00000001084	
CANX	1	ENSG00000127022	
FBXO3	1	ENSG00000110429	
UGGT2	1	ENSG00000102595	
OSGIN2	1	ENSG00000164823	
STX10	1	ENSG00000104915	
TRIM37	1	ENSG00000108395	
KLF10	1	ENSG00000155090	
TCP1	1	ENSG00000120438	
SLC15A4	1	ENSG00000139370	
PSMC2	1	ENSG00000161057	
GRAMD2B	1	ENSG00000155324	
TBRG4	1	ENSG00000136270	
SERINC3	1	ENSG00000132824	
JUN	1	ENSG00000177606	
RNASEH2A	1	ENSG00000104889	
PTK7	1	ENSG00000112655	
F2R	1	ENSG00000181104	
ERG	1	ENSG00000157554	
RNPC3	1	ENSG00000185946	
GJB2	1	ENSG00000165474	
GIPR	1	ENSG00000010310	
SRSF11	1	ENSG00000116754	
OR4D9	1	ENSG00000172742	
HSP90AA1	1	ENSG00000080824	
PALS1	1	ENSG00000072415	
FAM3C	1	ENSG00000196937	
HAUS5	1	ENSG00000249115	
ACAT2	1	ENSG00000120437	
DIMT1	1	ENSG00000086189	
NPIPB5	1	ENSG00000243716	
RNF220	1	ENSG00000187147	
RBMX	1	ENSG00000147274	
OTUD1	1	ENSG00000165312	
DRG2	1	ENSG00000108591	
ARHGEF9	1	ENSG00000131089	
SBDS	1	ENSG00000126524	
ST20-MTHFS	1	ENSG00000259332	
SPDYE3	1	ENSG00000214300	
POLR1A	1	ENSG00000068654	
TRIM7	1	ENSG00000146054	
PFDN2	1	ENSG00000143256	
KIF5C	1	ENSG00000168280	
NDUFA3	1	ENSG00000170906	
ALG9	1	ENSG00000086848	
KIAA0825	1	ENSG00000185261	
UBE2F	1	ENSG00000184182	
SMNDC1	1	ENSG00000119953	
TMED4	1	ENSG00000158604	
PPIA	1	ENSG00000196262	
CMSS1	1	ENSG00000184220	
RPL37	1	ENSG00000145592	
SELENOF	1	ENSG00000183291	
FAM53C	1	ENSG00000120709	
LYPLA1	1	ENSG00000120992	
HSPH1	1	ENSG00000120694	
PDHA1	1	ENSG00000131828	
IFI44	1	ENSG00000137965	
RTN3	1	ENSG00000133318	
BCL9L	1	ENSG00000186174	
CD226	1	ENSG00000150637	
DUSP28	1	ENSG00000188542	
HR	1	ENSG00000168453	
ADTRP	1	ENSG00000111863	
KCTD18	1	ENSG00000155729	
RTL8C	1	ENSG00000134590	
P3H2	1	ENSG00000090530	
FUNDC2	1	ENSG00000165775	
THBS1	1	ENSG00000137801	
CD300LG	1	ENSG00000161649	
MAT2B	1	ENSG00000038274	
CCDC112	1	ENSG00000164221	
FMO4	1	ENSG00000076258	
MEPCE	1	ENSG00000146834	
SGTA	1	ENSG00000104969	
INCENP	1	ENSG00000149503	
TCEANC2	1	ENSG00000116205	
SMAGP	1	ENSG00000170545	
IFI30	1	ENSG00000216490	
SUB1	1	ENSG00000113387	
DEF8	1	ENSG00000140995	
TRMT1	1	ENSG00000104907	
PTPN12	1	ENSG00000127947	
MTND1P23	1	ENSG00000225972	
SFXN3	1	ENSG00000107819	
RAB5IF	1	ENSG00000101084	
TMEM199	1	ENSG00000244045	
RAN	1	ENSG00000132341	
ZWINT	1	ENSG00000122952	
ZNF547	1	ENSG00000152433	
ANP32E	1	ENSG00000143401	
SPAG5	1	ENSG00000076382	
C17orf99	1	ENSG00000187997	
RIPK1	1	ENSG00000137275	
WTIP	1	ENSG00000142279	
STK38	1	ENSG00000112079	
METTL21A	1	ENSG00000144401	
ENPP1	1	ENSG00000197594	
TOMM5	1	ENSG00000175768	
SNX9	1	ENSG00000130340	
MIEN1	1	ENSG00000141741	
BANF1	1	ENSG00000175334	
TAX1BP1	1	ENSG00000106052	
TPRA1	1	ENSG00000163870	
HPRT1	1	ENSG00000165704	
MRPL21	1	ENSG00000197345	
DDX49	1	ENSG00000105671	
SMIM30	1	ENSG00000214194	
PSMD1	1	ENSG00000173692	
CKS1B	1	ENSG00000173207	
ZMPSTE24	1	ENSG00000084073	
DNAH5	1	ENSG00000039139	
R3HDM2	1	ENSG00000179912	
RAPGEF2	1	ENSG00000109756	
SKP1	1	ENSG00000113558	
CNPY2	1	ENSG00000257727	
GNG3	1	ENSG00000162188	
EZH2	1	ENSG00000106462	
GADD45GIP1	1	ENSG00000179271	
FOXRED1	1	ENSG00000110074	
PGAM1	1	ENSG00000171314	
PAFAH1B3	1	ENSG00000079462	
NAMPTP1	1	ENSG00000229644	
SYVN1	1	ENSG00000162298	
ZNG1C	1	ENSG00000196873	
PLA2G4C	1	ENSG00000105499	
TRAPPC6A	1	ENSG00000007255	
ABCC4	1	ENSG00000125257	
DECR1	1	ENSG00000104325	
RNPS1	1	ENSG00000205937	
BAX	1	ENSG00000087088	
STAMBP	1	ENSG00000124356	
PLEKHA1	1	ENSG00000107679	
C14orf39	1	ENSG00000179008	
GEMIN7	1	ENSG00000142252	
RBM28	1	ENSG00000106344	
APTX	1	ENSG00000137074	
VSIG10	1	ENSG00000176834	
RRM2	1	ENSG00000171848	
TXLNA	1	ENSG00000084652	
AP5B1	1	ENSG00000254470	
NUMA1	1	ENSG00000137497	
YWHAZ	1	ENSG00000164924	
RAB8A	1	ENSG00000167461	
JKAMP	1	ENSG00000050130	
HSPA2	1	ENSG00000126803	
FMR1	1	ENSG00000102081	
ENY2	1	ENSG00000120533	
NRAS	1	ENSG00000213281	
PNMA8C	1	ENSG00000277531	
KDM5A	1	ENSG00000073614	
AOAH	1	ENSG00000136250	
TMEM209	1	ENSG00000146842	
PIDD1	1	ENSG00000177595	
ELP1	1	ENSG00000070061	
SLFN14	1	ENSG00000236320	
HAUS3	1	ENSG00000214367	
RNF144B	1	ENSG00000137393	
POC5	1	ENSG00000152359	
SDSL	1	ENSG00000139410	
ARNT2	1	ENSG00000172379	
TMEM116	1	ENSG00000198270	
CHFR	1	ENSG00000072609	
TAF10	1	ENSG00000166337	
LIN7C	1	ENSG00000148943	
MORF4L1	1	ENSG00000185787	
MED8	1	ENSG00000159479	
NDUFAF1	1	ENSG00000137806	
OTX1	1	ENSG00000115507	
SYNPO2	1	ENSG00000172403	
SLC47A1	1	ENSG00000142494	
CHGB	1	ENSG00000089199	
ANKRD16	1	ENSG00000134461	
RPS19P3	1	ENSG00000240463	
ZDHHC2	1	ENSG00000104219	
ARHGEF16	1	ENSG00000130762	
SPOPL	1	ENSG00000144228	
CCDC194	1	ENSG00000269720	
TBC1D17	1	ENSG00000104946	
SPTSSA	1	ENSG00000165389	
FPGT	1	ENSG00000254685	
UBR4	1	ENSG00000127481	
MAP4	1	ENSG00000047849	
CCDC90B	1	ENSG00000137500	
H4C3	1	ENSG00000197061	
SLC16A10	1	ENSG00000112394	
IL19	1	ENSG00000142224	
TSGA10	1	ENSG00000135951	
OR10G3	1	ENSG00000169208	
ZNF662	1	ENSG00000182983	
CEACAM19	1	ENSG00000186567	
PROSER1	1	ENSG00000120685	
PDCD2	1	ENSG00000071994	
CCSER2	1	ENSG00000107771	
PRIM2	1	ENSG00000146143	
FAM149B1	1	ENSG00000138286	
JMJD7-PLA2G4B	1	ENSG00000168970	
CKMT1B	1	ENSG00000237289	
CBX5	1	ENSG00000094916	
PPP1CC	1	ENSG00000186298	
CEP128	1	ENSG00000100629	
IMPG2	1	ENSG00000081148	
C19orf47	1	ENSG00000160392	
LRWD1	1	ENSG00000161036	
ARHGAP42P4	1	ENSG00000258080	
STRN4	1	ENSG00000090372	
LIN7B	1	ENSG00000104863	
KIF24	1	ENSG00000186638	
TUBA8	1	ENSG00000183785	
AK4P3	1	ENSG00000233381	
REPS2	1	ENSG00000169891	
ZC3H12B	1	ENSG00000102053	
NANOG	1	ENSG00000111704	
TMEM170B	1	ENSG00000205269	
USP6	1	ENSG00000129204	
USP5	1	ENSG00000111667	
PLA2G12A	1	ENSG00000123739	
ATF7IP2	1	ENSG00000166669	
BMP6	1	ENSG00000153162	
BTNL9	1	ENSG00000165810	
CDKL4	1	ENSG00000205111	
GOLGA8R	1	ENSG00000186399	
ADAMTS1	1	ENSG00000154734	
RCSD1	1	ENSG00000198771	
PTPRB	1	ENSG00000127329	
FLT1	1	ENSG00000102755	
RP1	1	ENSG00000104237	
LIN28A	1	ENSG00000131914	
NUP62	1	ENSG00000213024	
OR2T12	1	ENSG00000177201	
FLG2	1	ENSG00000143520	
TP53INP1	1	ENSG00000164938	
SLC26A8	1	ENSG00000112053	
COX4I1	1	ENSG00000131143	
RPS14	1	ENSG00000164587	
ARF4	1	ENSG00000168374	
LRRC2	1	ENSG00000163827	
DDX39A	1	ENSG00000123136	
DNAAF4	1	ENSG00000256061	
MFSD14A	1	ENSG00000156875	
ASB11	1	ENSG00000165192	
COX7C	1	ENSG00000127184	
PLPP5	1	ENSG00000147535	
UNC50	1	ENSG00000115446	
EPPK1	1	ENSG00000261150	
PCYOX1L	1	ENSG00000145882	
FUBP3	1	ENSG00000107164	
SNUPN	1	ENSG00000169371	
HERC4	1	ENSG00000148634	
TRMT6	1	ENSG00000089195	
OSTC	1	ENSG00000198856	
KRT5	1	ENSG00000186081	
CHST15	1	ENSG00000182022	
GTF2H2	1	ENSG00000145736	
TCF3	1	ENSG00000071564	
MEA1	1	ENSG00000124733	
TMEM258	1	ENSG00000134825	
BBS7	1	ENSG00000138686	
KANSL1L	1	ENSG00000144445	
MFAP1	1	ENSG00000140259	
GPATCH2	1	ENSG00000092978	
SCAMP2	1	ENSG00000140497	
FTO	1	ENSG00000140718	
AHSA1	1	ENSG00000100591	
SEPTIN7P8	1	ENSG00000229000	
PIK3CD	1	ENSG00000171608	
GABRP	1	ENSG00000094755	
NOL3	1	ENSG00000140939	
MFSD3	1	ENSG00000167700	
MTND4P12	1	ENSG00000247627	
CCDC149	1	ENSG00000181982	
HS3ST3B1	1	ENSG00000125430	
RNA5SP202	1	ENSG00000201185	
PECAM1	1	ENSG00000261371	
ZSWIM7	1	ENSG00000214941	
CDK5	1	ENSG00000164885	
POLR3GL	1	ENSG00000121851	
GTPBP3	1	ENSG00000130299	
DDX39B	1	ENSG00000198563	
TMOD2	1	ENSG00000128872	
OTUD6B	1	ENSG00000155100	
SLU7	1	ENSG00000164609	
PLCD3	1	ENSG00000161714	
ANXA4	1	ENSG00000196975	
CDK2AP2	1	ENSG00000167797	
ADPRHL1	1	ENSG00000153531	
GRPEL1	1	ENSG00000109519	
RBM4	1	ENSG00000173933	
ZNF605	1	ENSG00000196458	
CD27	1	ENSG00000139193	
KCMF1	1	ENSG00000176407	
LMAN1	1	ENSG00000074695	
PLIN3	1	ENSG00000105355	
MRPL47	1	ENSG00000136522	
PTTG1	1	ENSG00000164611	
TFAP2A	1	ENSG00000137203	
OTUD4	1	ENSG00000164164	
IL13RA1	1	ENSG00000131724	
SRFBP1	1	ENSG00000151304	
GLT8D1	1	ENSG00000016864	
OR2B11	1	ENSG00000177535	
RSPH10B2	1	ENSG00000169402	
EPRS1	1	ENSG00000136628	
KIF1C	1	ENSG00000129250	
ELL2	1	ENSG00000118985	
HARS1	1	ENSG00000170445	
NACA	1	ENSG00000196531	
NDUFB9	1	ENSG00000147684	
TRIB3	1	ENSG00000101255	
WNT7B	1	ENSG00000188064	
GLIPR1L2	1	ENSG00000180481	
STOM	1	ENSG00000148175	
DHX15	1	ENSG00000109606	
CAV1	1	ENSG00000105974	
RSL24D1	1	ENSG00000137876	
NAIP	1	ENSG00000249437	
ANXA8L1	1	ENSG00000264230	
DUT	1	ENSG00000128951	
TIMP3	1	ENSG00000100234	
RALA	1	ENSG00000006451	
ARF1	1	ENSG00000143761	
TXN2	1	ENSG00000100348	
GTF2IP4	1	ENSG00000233369	
PSMA6	1	ENSG00000100902	
ACTR1A	1	ENSG00000138107	
EFHB	1	ENSG00000163576	
SULT1C2	1	ENSG00000198203	
RSRC2	1	ENSG00000111011	
TSHR	1	ENSG00000165409	
CDYL	1	ENSG00000153046	
CEP55	1	ENSG00000138180	
RFESD	1	ENSG00000175449	
PRPS2	1	ENSG00000101911	
EXOC2	1	ENSG00000112685	
BEND6	1	ENSG00000151917	
TJP2	1	ENSG00000119139	
CIAO2A	1	ENSG00000166797	
TMPRSS11D	1	ENSG00000153802	
CDK13	1	ENSG00000065883	
SYK	1	ENSG00000165025	
NFKBIA	1	ENSG00000100906	
LRPPRC	1	ENSG00000138095	
RCN2	1	ENSG00000117906	
RFX7	1	ENSG00000181827	
UGDH	1	ENSG00000109814	
MAST1	1	ENSG00000105613	
NIPSNAP1	1	ENSG00000184117	
MRPS31P5	1	ENSG00000243406	
ULK3	1	ENSG00000140474	
TBC1D1	1	ENSG00000065882	
GNG11	1	ENSG00000127920	
SAMD5	1	ENSG00000203727	
APBA3	1	ENSG00000011132	
SCUBE3	1	ENSG00000146197	
CHPT1	1	ENSG00000111666	
ADAM32	1	ENSG00000197140	
CFAP221	1	ENSG00000163075	
DGCR2	1	ENSG00000070413	
RHPN2P1	1	ENSG00000258628	
RPUSD2	1	ENSG00000166133	
RPL21P39	1	ENSG00000239797	
PGAP1	1	ENSG00000197121	
SEC22C	1	ENSG00000093183	
ALKBH7	1	ENSG00000125652	
SLC18A1	1	ENSG00000036565	
TTC16	1	ENSG00000167094	
P2RY11	1	ENSG00000244165	
ZNF571	1	ENSG00000180479	
INSL6	1	ENSG00000120210	
RUSC1	1	ENSG00000160753	
ALG1	1	ENSG00000033011	
PSME3	1	ENSG00000131467	
SCN11A	1	ENSG00000168356	
ARL1	1	ENSG00000120805	
FAM111A	1	ENSG00000166801	
CFAP97D1	1	ENSG00000231256	
TUBA1B	1	ENSG00000123416	
CAMK2D	1	ENSG00000145349	
ADD1	1	ENSG00000087274	
DIAPH3	1	ENSG00000139734	
DNAJC17	1	ENSG00000104129	
SEC61G	1	ENSG00000132432	
RAD52	1	ENSG00000002016	
RPL10A	1	ENSG00000198755	
RBPJ	1	ENSG00000168214	
MRPL33	1	ENSG00000243147	
ECHDC2	1	ENSG00000121310	
NDUFS3	1	ENSG00000213619	
CISD1	1	ENSG00000122873	
SELENOW	1	ENSG00000178980	
UBLCP1	1	ENSG00000164332	
NCOA7	1	ENSG00000111912	
RPS26P15	1	ENSG00000223416	
CNN2	1	ENSG00000064666	
SPCS2	1	ENSG00000118363	
PAIP2	1	ENSG00000120727	
ZNF281	1	ENSG00000162702	
CD37	1	ENSG00000104894	
DNAAF6	1	ENSG00000080572	
MIS12	1	ENSG00000167842	
NKAPD1	1	ENSG00000150776	
NAV3	1	ENSG00000067798	
AKAP9	1	ENSG00000127914	
MT-ATP8	1	ENSG00000228253	
YME1L1	1	ENSG00000136758	
WARS1	1	ENSG00000140105	
DAD1	1	ENSG00000129562	
ATF4	1	ENSG00000128272	
MORF4L2	1	ENSG00000123562	
GATB	1	ENSG00000059691	
THY1	1	ENSG00000154096	
COMMD3	1	ENSG00000148444	
ME1	1	ENSG00000065833	
CRLF3	1	ENSG00000176390	
PABPN1	1	ENSG00000100836	
RETREG3	1	ENSG00000141699	
MAK16	1	ENSG00000198042	
API5	1	ENSG00000166181	
SRRM1	1	ENSG00000133226	
CYB5AP2	1	ENSG00000214369	
CIRBP	1	ENSG00000099622	
TOMM7	1	ENSG00000196683	
ZNHIT1	1	ENSG00000106400	
JAG1	1	ENSG00000101384	
C19orf53	1	ENSG00000104979	
ZNF101	1	ENSG00000181896	
ATL2	1	ENSG00000119787	
HNRNPH3	1	ENSG00000096746	
ITGB8	1	ENSG00000105855	
AGGF1	1	ENSG00000164252	
DFFA	1	ENSG00000160049	
UEVLD	1	ENSG00000151116	
WDR53	1	ENSG00000185798	
LRRC57	1	ENSG00000180979	
FTSJ1	1	ENSG00000068438	
RHEB	1	ENSG00000106615	
MPHOSPH8	1	ENSG00000196199	
ZNF331	1	ENSG00000130844	
KCNMB4	1	ENSG00000135643	
ZNF121	1	ENSG00000197961	
FXYD3	1	ENSG00000089356	
AURKA	1	ENSG00000087586	
C8orf44-SGK3	1	ENSG00000288602	
PPP4C	1	ENSG00000149923	
GPAM	1	ENSG00000119927	
COG8	1	ENSG00000213380	
U2AF1	1	ENSG00000160201	
VPS13D	1	ENSG00000048707	
TLL2	1	ENSG00000095587	
CAPS	1	ENSG00000105519	
NMU	1	ENSG00000109255	
ZC3H15	1	ENSG00000065548	
SGO2	1	ENSG00000163535	
TRPT1	1	ENSG00000149743	
ECI2	1	ENSG00000198721	
CHRAC1	1	ENSG00000104472	
PDCD10	1	ENSG00000114209	
ERICH1	1	ENSG00000104714	
SDC1	1	ENSG00000115884	
TARBP1	1	ENSG00000059588	
ASAH2B	1	ENSG00000204147	
SETX	1	ENSG00000107290	
UBE2M	1	ENSG00000130725	
USP21P1	1	ENSG00000224826	
SMIM11	1	ENSG00000205670	
TUBGCP6	1	ENSG00000128159	
SLC12A8	1	ENSG00000221955	
NDUFB4	1	ENSG00000065518	
TMEM60	1	ENSG00000135211	
FKBP9P1	1	ENSG00000176826	
RHOG	1	ENSG00000177105	
KIF22	1	ENSG00000079616	
GATC	1	ENSG00000257218	
MEIS2	1	ENSG00000134138	
FAM227B	1	ENSG00000166262	
CTCF	1	ENSG00000102974	
VHL	1	ENSG00000134086	
EYS	1	ENSG00000188107	
PGM2L1	1	ENSG00000165434	
EIF5B	1	ENSG00000158417	
MT-ATP6	1	ENSG00000198899	
ZCCHC9	1	ENSG00000131732	
BACE2	1	ENSG00000182240	
NOL10	1	ENSG00000115761	
KPNA5	1	ENSG00000196911	
TRMT2B	1	ENSG00000188917	
SCARB1	1	ENSG00000073060	
BMS1P20	1	ENSG00000272779	
PPIL2	1	ENSG00000100023	
CHID1	1	ENSG00000177830	
PARN	1	ENSG00000140694	
KATNAL2	1	ENSG00000167216	
RBM18	1	ENSG00000119446	
CACNB3	1	ENSG00000167535	
GOLIM4	1	ENSG00000173905	
DYNC2I2	1	ENSG00000119333	
TUSC1	1	ENSG00000198680	
FKBP1C	1	ENSG00000198225	
SEPTIN11	1	ENSG00000138758	
ST13	1	ENSG00000100380	
ATP8B2	1	ENSG00000143515	
NCKAP5L	1	ENSG00000167566	
CASQ2	1	ENSG00000118729	
AUNIP	1	ENSG00000127423	
MICOS13	1	ENSG00000174917	
GMPS	1	ENSG00000163655	
SLK	1	ENSG00000065613	
PEX2	1	ENSG00000164751	
CUTC	1	ENSG00000119929	
CDC40	1	ENSG00000168438	
ARF5	1	ENSG00000004059	
DERL1	1	ENSG00000136986	
ZNF274	1	ENSG00000171606	
GPATCH4	1	ENSG00000160818	
CPB2	1	ENSG00000080618	
TMEM144	1	ENSG00000164124	
RNF141	1	ENSG00000110315	
CHEK2	1	ENSG00000183765	
FOXJ3	1	ENSG00000198815	
BOLA2-SMG1P6	1	ENSG00000261740	
ATG2A	1	ENSG00000110046	
CTDSPL2	1	ENSG00000137770	
TPH2	1	ENSG00000139287	
FBXW8	1	ENSG00000174989	
SLC37A3	1	ENSG00000157800	
CTNNA1	1	ENSG00000044115	
TNFAIP8	1	ENSG00000145779	
ATP5MF	1	ENSG00000241468	
DNAJC2	1	ENSG00000105821	
PAPOLA	1	ENSG00000090060	
EIF4A2	1	ENSG00000156976	
TRMU	1	ENSG00000100416	
MACROH2A1	1	ENSG00000113648	
CCNJL	1	ENSG00000135083	
HORMAD1	1	ENSG00000143452	
PPT1	1	ENSG00000131238	
SLC14A2	1	ENSG00000132874	
RPS4X	1	ENSG00000198034	
RPGR	1	ENSG00000156313	
CNR2	1	ENSG00000188822	
GOLGA4	1	ENSG00000144674	
MYBBP1A	1	ENSG00000132382	
PLEKHH3	1	ENSG00000068137	
CBX3	1	ENSG00000122565	
TMEM205	1	ENSG00000105518	
RAC1	1	ENSG00000136238	
GTF2A2	1	ENSG00000140307	
MRPL52	1	ENSG00000172590	
MBD2	1	ENSG00000134046	
BCAT2	1	ENSG00000105552	
TBCA	1	ENSG00000171530	
RUFY3	1	ENSG00000018189	
TAF1A	1	ENSG00000143498	
ATXN3	1	ENSG00000066427	
TMBIM6	1	ENSG00000139644	
ATP2B1	1	ENSG00000070961	
GPX2	1	ENSG00000176153	
DYNLT2B	1	ENSG00000213123	
PHF2	1	ENSG00000197724	
TET2	1	ENSG00000168769	
RPS11	1	ENSG00000142534	
CKB	1	ENSG00000166165	
ZNF586	1	ENSG00000083828	
C9orf40	1	ENSG00000135045	
CREBRF	1	ENSG00000164463	
DNAJC3	1	ENSG00000102580	
RACK1	1	ENSG00000204628	
ZFP91	1	ENSG00000186660	
BACE1	1	ENSG00000186318	
TRA2A	1	ENSG00000164548	
EPS15	1	ENSG00000085832	
NUDT2	1	ENSG00000164978	
ITPA	1	ENSG00000125877	
PCSK6	1	ENSG00000140479	
HDAC4	1	ENSG00000068024	
RGS12	1	ENSG00000159788	
MTRF1	1	ENSG00000120662	
EEF1A1P11	1	ENSG00000228502	
BROX	1	ENSG00000162819	
NXT2	1	ENSG00000101888	
CCDC137	1	ENSG00000185298	
CORO2A	1	ENSG00000106789	
TLR3	1	ENSG00000164342	
CCND1	1	ENSG00000110092	
PPIL3	1	ENSG00000240344	
ATF7	1	ENSG00000170653	
RPLP0	1	ENSG00000089157	
RNF103	1	ENSG00000239305	
ECD	1	ENSG00000122882	
ELK3	1	ENSG00000111145	
NOTCH2NLA	1	ENSG00000264343	
NRBP1	1	ENSG00000115216	
SMARCA4	1	ENSG00000127616	
SELPLG	1	ENSG00000110876	
AFAP1L2	1	ENSG00000169129	
FAF1	1	ENSG00000185104	
MAPK1IP1L	1	ENSG00000168175	
TPI1	1	ENSG00000111669	
SLC31A1	1	ENSG00000136868	
LIPA	1	ENSG00000107798	
NAMPT	1	ENSG00000105835	
VSTM4	1	ENSG00000165633	
RABEPK	1	ENSG00000136933	
MRPL36	1	ENSG00000171421	
NET1	1	ENSG00000173848	
PTPN1	1	ENSG00000196396	
TUG1	1	ENSG00000253352	
EML4	1	ENSG00000143924	
CDK5RAP2	1	ENSG00000136861	
TCF7L1	1	ENSG00000152284	
IQCE	1	ENSG00000106012	
ZNF528	1	ENSG00000167555	
GRIPAP1	1	ENSG00000068400	
LRIF1	1	ENSG00000121931	
DOLPP1	1	ENSG00000167130	
NRXN2	1	ENSG00000110076	
SDHAF3	1	ENSG00000196636	
PTPRE	1	ENSG00000132334	
NFKB1	1	ENSG00000109320	
C2orf68	1	ENSG00000168887	
IRF6	1	ENSG00000117595	
MRPL30	1	ENSG00000185414	
MAP3K13	1	ENSG00000073803	
FGF7	1	ENSG00000140285	
SYPL1	1	ENSG00000008282	
SPOCD1	1	ENSG00000134668	
CCR6	1	ENSG00000112486	
SMG1P5	1	ENSG00000183604	
CAMK1D	1	ENSG00000183049	
CAT	1	ENSG00000121691	
POU5F2	1	ENSG00000248483	
MARK3	1	ENSG00000075413	
SLC4A7	1	ENSG00000033867	
RELL1	1	ENSG00000181826	
UQCR11	1	ENSG00000127540	
RBFA	1	ENSG00000101546	
TADA3	1	ENSG00000171148	
PSMD2	1	ENSG00000175166	
USP45	1	ENSG00000123552	
UTP15	1	ENSG00000164338	
USP9Y	1	ENSG00000114374	
OLA1	1	ENSG00000138430	
BBS2	1	ENSG00000125124	
CSTF1	1	ENSG00000101138	
SENP2	1	ENSG00000163904	
PSMA2	1	ENSG00000106588	
ZNF687	1	ENSG00000143373	
GALNT6	1	ENSG00000139629	
SUDS3	1	ENSG00000111707	
HDAC3	1	ENSG00000171720	
TINAGL1	1	ENSG00000142910	
HUWE1	1	ENSG00000086758	
ARPC2	1	ENSG00000163466	
ZNF146	1	ENSG00000167635	
ZYG11B	1	ENSG00000162378	
ACTL6A	1	ENSG00000136518	
SLC25A28	1	ENSG00000155287	
WAPL	1	ENSG00000062650	
ORC5	1	ENSG00000164815	
CTNNAL1	1	ENSG00000119326	
RBFOX1	1	ENSG00000078328	
LIPT1	1	ENSG00000144182	
WWTR1	1	ENSG00000018408	
C1orf131	1	ENSG00000143633	
USP13	1	ENSG00000058056	
TMEM218	1	ENSG00000150433	
TOP1MT	1	ENSG00000184428	
RRAGA	1	ENSG00000155876	
GCH1	1	ENSG00000131979	
IFT57	1	ENSG00000114446	
FGD4	1	ENSG00000139132	
FANCB	1	ENSG00000181544	
MASTL	1	ENSG00000120539	
FER1L4	1	ENSG00000088340	
THG1L	1	ENSG00000113272	
ZNF816-ZNF321P	1	ENSG00000221874	
GUK1	1	ENSG00000143774	
TOR4A	1	ENSG00000198113	
RASSF6	1	ENSG00000169435	
CWF19L2	1	ENSG00000152404	
ACYP1	1	ENSG00000119640	
ME2	1	ENSG00000082212	
SPDL1	1	ENSG00000040275	
DYNLRB1	1	ENSG00000125971	
TENT5A	1	ENSG00000112773	
MKNK1	1	ENSG00000079277	
MT-CO2	1	ENSG00000198712	
FBXO15	1	ENSG00000141665	
IFI27	1	ENSG00000165949	
RSKR	1	ENSG00000167524	
PVR	1	ENSG00000073008	
SLC7A14	1	ENSG00000013293	
NDRG3	1	ENSG00000101079	
TAPT1	1	ENSG00000169762	
TNIK	1	ENSG00000154310	
SNRPD1	1	ENSG00000167088	
ASCC3	1	ENSG00000112249	
SRP9	1	ENSG00000143742	
ZNF850	1	ENSG00000267041	
GNGT1	1	ENSG00000127928	
AGAP4	1	ENSG00000188234	
RAD1	1	ENSG00000113456	
RPE	1	ENSG00000197713	
DOCK5	1	ENSG00000147459	
COX6C	1	ENSG00000164919	
AHNAK	1	ENSG00000124942	
ABO	1	ENSG00000175164	
TRAPPC3	1	ENSG00000054116	
TFIP11	1	ENSG00000100109	
PDCD7	1	ENSG00000090470	
TRPV3	1	ENSG00000167723	
C9orf50	1	ENSG00000179058	
SETD3	1	ENSG00000183576	
ATP6V0A1	1	ENSG00000033627	
ENSG00000293268	1	ENSG00000293268	
GLTP	1	ENSG00000139433	
ANKRD29	1	ENSG00000154065	
MYEF2	1	ENSG00000104177	
STAG3L3	1	ENSG00000174353	
MSMO1	1	ENSG00000052802	
ANAPC15	1	ENSG00000110200	
B3GNT7	1	ENSG00000156966	
MORN4	1	ENSG00000171160	
INPP4B	1	ENSG00000109452	
SMC4	1	ENSG00000113810	
MAP2K4	1	ENSG00000065559	
VAV1	1	ENSG00000141968	
SELENOI	1	ENSG00000138018	
TPH1	1	ENSG00000129167	
TNS2	1	ENSG00000111077	
MEAK7	1	ENSG00000140950	
TOR1AIP2	1	ENSG00000169905	
ZNG1A	1	ENSG00000172785	
ZNF470	1	ENSG00000197016	
ATP10B	1	ENSG00000118322	
DNAJC7	1	ENSG00000168259	
NRG1	1	ENSG00000157168	
TMEM14A	1	ENSG00000096092	
PUM3	1	ENSG00000080608	
EIF1AD	1	ENSG00000175376	
SWSAP1	1	ENSG00000173928	
RAB5A	1	ENSG00000144566	
NABP1	1	ENSG00000173559	
SUN1	1	ENSG00000164828	
NT5DC1	1	ENSG00000178425	
PHYKPL	1	ENSG00000175309	
SLC48A1	1	ENSG00000211584	
SCOC	1	ENSG00000153130	
PAFAH1B1	1	ENSG00000007168	
ARV1	1	ENSG00000173409	
KIAA0753	1	ENSG00000198920	
