NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM		8	0.5043126	1.1735634	0.26262626	0.74973017	1.0	962	tags=25%, list=8%, signal=27%	
HOSHIDA_LIVER_CANCER_SUBCLASS_S1	HOSHIDA_LIVER_CANCER_SUBCLASS_S1		162	0.24996428	1.1734892	0.1255144	0.7492614	1.0	1770	tags=19%, list=15%, signal=21%	
ASTON_MAJOR_DEPRESSIVE_DISORDER_UP	ASTON_MAJOR_DEPRESSIVE_DISORDER_UP		32	0.34867418	1.1728115	0.22834645	0.7508063	1.0	1947	tags=31%, list=16%, signal=37%	
WP_CHOLESTEROL_METABOLISM	WP_CHOLESTEROL_METABOLISM		45	0.32502213	1.1723732	0.22083333	0.75155526	1.0	1761	tags=24%, list=15%, signal=29%	
CHUNG_BLISTER_CYTOTOXICITY_UP	CHUNG_BLISTER_CYTOTOXICITY_UP		112	0.26774547	1.1723171	0.14806867	0.7510316	1.0	1921	tags=23%, list=16%, signal=27%	
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN	CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN		111	0.2681056	1.172031	0.14705883	0.751312	1.0	2884	tags=31%, list=24%, signal=40%	
MIKKELSEN_IPS_LCP_WITH_H3K4ME3	MIKKELSEN_IPS_LCP_WITH_H3K4ME3		72	0.28578693	1.1717985	0.17659138	0.75135124	1.0	1397	tags=15%, list=12%, signal=17%	
REACTOME_PECAM1_INTERACTIONS	REACTOME_PECAM1_INTERACTIONS		8	0.51240695	1.1716079	0.2951807	0.7512475	1.0	3136	tags=63%, list=26%, signal=85%	
REACTOME_NUCLEOTIDE_SALVAGE	REACTOME_NUCLEOTIDE_SALVAGE		18	0.3992468	1.1715711	0.2368932	0.75064003	1.0	1767	tags=39%, list=15%, signal=46%	
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION		12	0.4421118	1.1712623	0.28429425	0.7510016	1.0	2333	tags=50%, list=20%, signal=62%	
COATES_MACROPHAGE_M1_VS_M2_DN	COATES_MACROPHAGE_M1_VS_M2_DN		55	0.3039105	1.1710653	0.22023809	0.750956	1.0	3419	tags=45%, list=29%, signal=63%	
MITSIADES_RESPONSE_TO_APLIDIN_UP	MITSIADES_RESPONSE_TO_APLIDIN_UP		334	0.23366712	1.1710306	0.09699769	0.7503443	1.0	2035	tags=25%, list=17%, signal=29%	
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP	DACOSTA_UV_RESPONSE_VIA_ERCC3_UP		260	0.24185902	1.1708488	0.11134904	0.750271	1.0	2499	tags=27%, list=21%, signal=34%	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN		105	0.27248576	1.170751	0.16356108	0.7499139	1.0	2249	tags=26%, list=19%, signal=31%	
BIOCARTA_EDG1_PATHWAY	BIOCARTA_EDG1_PATHWAY		14	0.42392373	1.170594	0.25896415	0.74971956	1.0	1313	tags=21%, list=11%, signal=24%	
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL		11	0.4476877	1.170494	0.25651303	0.7493367	1.0	3033	tags=45%, list=25%, signal=61%	
WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP	WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP		216	0.24327965	1.1704216	0.101052634	0.74886614	1.0	1618	tags=17%, list=14%, signal=19%	
PID_GMCSF_PATHWAY	PID_GMCSF_PATHWAY		28	0.3577855	1.1700474	0.24500908	0.7493864	1.0	2521	tags=32%, list=21%, signal=41%	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN	GAUSSMANN_MLL_AF4_FUSION_TARGETS_A_DN		66	0.2962023	1.1698953	0.20634921	0.74919134	1.0	2919	tags=35%, list=24%, signal=46%	
IRITANI_MAD1_TARGETS_UP	IRITANI_MAD1_TARGETS_UP		8	0.5004424	1.1698864	0.28769842	0.7485214	1.0	978	tags=38%, list=8%, signal=41%	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP		98	0.27758044	1.1693852	0.184	0.74950075	1.0	2091	tags=27%, list=18%, signal=32%	
DARWICHE_PAPILLOMA_RISK_LOW_UP	DARWICHE_PAPILLOMA_RISK_LOW_UP		110	0.26595262	1.1691461	0.18354431	0.7496066	1.0	2419	tags=22%, list=20%, signal=27%	
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS		7	0.5341516	1.1689658	0.3006012	0.74953574	1.0	4486	tags=71%, list=38%, signal=114%	
YIH_RESPONSE_TO_ARSENITE_C2	YIH_RESPONSE_TO_ARSENITE_C2		12	0.44211528	1.1688721	0.28849903	0.7491582	1.0	1882	tags=33%, list=16%, signal=40%	
ISHIKAWA_STING_SIGNALING	ISHIKAWA_STING_SIGNALING		8	0.5086271	1.1686677	0.26464647	0.7491438	1.0	2941	tags=50%, list=25%, signal=66%	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN	GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_DN		5	0.589212	1.1683004	0.28626692	0.74966496	1.0	1823	tags=60%, list=15%, signal=71%	
LU_TUMOR_ANGIOGENESIS_UP	LU_TUMOR_ANGIOGENESIS_UP		14	0.43218175	1.1682601	0.26751593	0.74910563	1.0	2473	tags=36%, list=21%, signal=45%	
REACTOME_RAC1_GTPASE_CYCLE	REACTOME_RAC1_GTPASE_CYCLE		136	0.26541543	1.1681135	0.15665236	0.7489099	1.0	1602	tags=23%, list=13%, signal=26%	
GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION	GALLUZZI_PREVENT_MITOCHONDIAL_PERMEABILIZATION		9	0.4905071	1.1680955	0.29006085	0.7482698	1.0	4390	tags=78%, list=37%, signal=123%	
BIOCARTA_HDAC_PATHWAY	BIOCARTA_HDAC_PATHWAY		16	0.3990256	1.1680849	0.25440314	0.7476114	1.0	382	tags=19%, list=3%, signal=19%	
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2	REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2		11	0.45752683	1.1675552	0.286	0.74871045	1.0	3039	tags=45%, list=25%, signal=61%	
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES		9	0.4976701	1.1673152	0.31111112	0.7488319	1.0	1484	tags=44%, list=12%, signal=51%	
VALK_AML_CLUSTER_4	VALK_AML_CLUSTER_4		21	0.37815273	1.1671612	0.2664016	0.7486771	1.0	1826	tags=33%, list=15%, signal=39%	
REACTOME_SIGNALING_BY_RETINOIC_ACID	REACTOME_SIGNALING_BY_RETINOIC_ACID		29	0.35304272	1.1666441	0.25155926	0.7496335	1.0	2631	tags=38%, list=22%, signal=49%	
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS		47	0.314359	1.1662579	0.21280992	0.750182	1.0	1910	tags=21%, list=16%, signal=25%	
BIOCARTA_EIF4_PATHWAY	BIOCARTA_EIF4_PATHWAY		23	0.3745839	1.1662203	0.23483366	0.7496142	1.0	1416	tags=26%, list=12%, signal=30%	
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	DURCHDEWALD_SKIN_CARCINOGENESIS_DN		218	0.24413484	1.1660285	0.12288135	0.7495794	1.0	1395	tags=17%, list=12%, signal=19%	
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS		10	0.46991467	1.1657695	0.2846154	0.7497671	1.0	1242	tags=30%, list=10%, signal=33%	
MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP	MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP		62	0.29415062	1.1650251	0.19522777	0.75157696	1.0	3960	tags=42%, list=33%, signal=62%	
VERRECCHIA_RESPONSE_TO_TGFB1_C2	VERRECCHIA_RESPONSE_TO_TGFB1_C2		15	0.4198147	1.1648912	0.27606177	0.7513312	1.0	721	tags=20%, list=6%, signal=21%	
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_CREB_MEDIATED_TRANSCRIPTION	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_CREB_MEDIATED_TRANSCRIPTION		9	0.4901892	1.1648552	0.29501915	0.7507715	1.0	2365	tags=44%, list=20%, signal=55%	
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION	REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION		11	0.4634717	1.1648505	0.26626018	0.7500955	1.0	3353	tags=55%, list=28%, signal=76%	
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION		48	0.3208954	1.1645287	0.22016461	0.7504891	1.0	3590	tags=50%, list=30%, signal=71%	
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE		15	0.42502207	1.1643922	0.2593361	0.7502723	1.0	3617	tags=60%, list=30%, signal=86%	
ONO_AML1_TARGETS_UP	ONO_AML1_TARGETS_UP		10	0.47000486	1.1643711	0.27087575	0.7496543	1.0	3789	tags=60%, list=32%, signal=88%	
KEGG_OLFACTORY_TRANSDUCTION	KEGG_OLFACTORY_TRANSDUCTION		71	0.28838983	1.1642601	0.21063395	0.74932593	1.0	3143	tags=34%, list=26%, signal=46%	
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	IWANAGA_CARCINOGENESIS_BY_KRAS_UP		133	0.26070917	1.1642401	0.17710583	0.7487088	1.0	1362	tags=19%, list=11%, signal=21%	
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES		29	0.35652158	1.1633617	0.2461832	0.7510113	1.0	1280	tags=24%, list=11%, signal=27%	
XU_GH1_AUTOCRINE_TARGETS_UP	XU_GH1_AUTOCRINE_TARGETS_UP		115	0.26528904	1.163278	0.15463917	0.7506078	1.0	1922	tags=23%, list=16%, signal=28%	
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP	WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP		273	0.23688538	1.1632477	0.1118421	0.75003844	1.0	1402	tags=16%, list=12%, signal=18%	
REACTOME_RND3_GTPASE_CYCLE	REACTOME_RND3_GTPASE_CYCLE		36	0.33285302	1.1627711	0.24593496	0.75099087	1.0	842	tags=19%, list=7%, signal=21%	
WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS	WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS		5	0.5886544	1.1626761	0.2868526	0.7506033	1.0	1242	tags=40%, list=10%, signal=45%	
MARSON_FOXP3_TARGETS_UP	MARSON_FOXP3_TARGETS_UP		48	0.31665054	1.1626482	0.21205822	0.7500167	1.0	3022	tags=35%, list=25%, signal=47%	
KEGG_MEDICUS_REFERENCE_COHESIN_ACETYLATION	KEGG_MEDICUS_REFERENCE_COHESIN_ACETYLATION		5	0.5857304	1.1617489	0.3030303	0.75234246	1.0	1483	tags=60%, list=12%, signal=68%	
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP	BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP		298	0.2322129	1.1611693	0.10244989	0.7535966	1.0	1885	tags=21%, list=16%, signal=24%	
DOUGLAS_BMI1_TARGETS_DN	DOUGLAS_BMI1_TARGETS_DN		263	0.2367541	1.1611308	0.112798266	0.75304824	1.0	2207	tags=26%, list=18%, signal=31%	
PID_ALK1_PATHWAY	PID_ALK1_PATHWAY		22	0.37592024	1.1608881	0.251004	0.753178	1.0	1313	tags=23%, list=11%, signal=25%	
LEE_DIFFERENTIATING_T_LYMPHOCYTE	LEE_DIFFERENTIATING_T_LYMPHOCYTE		131	0.25831786	1.1607659	0.18421052	0.75292856	1.0	2718	tags=32%, list=23%, signal=41%	
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	REACTOME_GLYCOSPHINGOLIPID_CATABOLISM		27	0.3522223	1.1600202	0.24063116	0.75469095	1.0	2984	tags=52%, list=25%, signal=69%	
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN		7	0.52798635	1.1596965	0.29666013	0.75508386	1.0	1089	tags=29%, list=9%, signal=31%	
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2		60	0.30230618	1.1596613	0.197065	0.75451255	1.0	2370	tags=30%, list=20%, signal=37%	
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM		26	0.36392403	1.1595802	0.26	0.7541274	1.0	2903	tags=31%, list=24%, signal=41%	
WP_ONCOSTATIN_M_SIGNALING	WP_ONCOSTATIN_M_SIGNALING		56	0.30259243	1.1595584	0.21169356	0.753533	1.0	2086	tags=27%, list=17%, signal=32%	
PID_NEPHRIN_NEPH1_PATHWAY	PID_NEPHRIN_NEPH1_PATHWAY		23	0.37646386	1.1588961	0.26806083	0.7550655	1.0	1464	tags=22%, list=12%, signal=25%	
GAUTSCHI_SRC_SIGNALING	GAUTSCHI_SRC_SIGNALING		6	0.5450704	1.1585826	0.2934363	0.75542414	1.0	1903	tags=33%, list=16%, signal=40%	
BROWNE_INTERFERON_RESPONSIVE_GENES	BROWNE_INTERFERON_RESPONSIVE_GENES		54	0.3057158	1.1583911	0.20477137	0.7553472	1.0	1767	tags=30%, list=15%, signal=35%	
WP_FOXP3_IN_COVID19	WP_FOXP3_IN_COVID19		8	0.5086175	1.1567578	0.2816092	0.76015294	1.0	1788	tags=38%, list=15%, signal=44%	
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	JAATINEN_HEMATOPOIETIC_STEM_CELL_DN		117	0.2633912	1.1562951	0.17204301	0.7609708	1.0	3714	tags=40%, list=31%, signal=58%	
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3		47	0.31540495	1.1561582	0.21556886	0.76072234	1.0	3221	tags=38%, list=27%, signal=52%	
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN		211	0.23952247	1.156158	0.119914345	0.7600425	1.0	2897	tags=31%, list=24%, signal=41%	
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION		5	0.57227385	1.1559455	0.32216015	0.7600154	1.0	1216	tags=40%, list=10%, signal=45%	
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP		277	0.23633288	1.1558714	0.13513513	0.7595837	1.0	2510	tags=29%, list=21%, signal=35%	
LIU_PROSTATE_CANCER_UP	LIU_PROSTATE_CANCER_UP		65	0.2951234	1.1543325	0.19791667	0.7640034	1.0	2574	tags=29%, list=22%, signal=37%	
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP		192	0.24438475	1.1542453	0.15437788	0.7635916	1.0	2485	tags=27%, list=21%, signal=33%	
LANDIS_BREAST_CANCER_PROGRESSION_UP	LANDIS_BREAST_CANCER_PROGRESSION_UP		42	0.31932405	1.1539911	0.23818898	0.763743	1.0	1640	tags=21%, list=14%, signal=25%	
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME		114	0.26664382	1.1539783	0.16204691	0.76312006	1.0	3607	tags=43%, list=30%, signal=61%	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_UP		15	0.41125736	1.1539066	0.2777778	0.762689	1.0	2183	tags=47%, list=18%, signal=57%	
WP_JOUBERT_SYNDROME	WP_JOUBERT_SYNDROME		70	0.2859694	1.1535925	0.20808081	0.7630287	1.0	1109	tags=19%, list=9%, signal=20%	
BIOCARTA_CB1R_PATHWAY	BIOCARTA_CB1R_PATHWAY		5	0.5703143	1.1535497	0.3069498	0.7624904	1.0	1700	tags=40%, list=14%, signal=47%	
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED		24	0.37012488	1.1530374	0.27474746	0.76348656	1.0	4465	tags=58%, list=37%, signal=93%	
REACTOME_RND1_GTPASE_CYCLE	REACTOME_RND1_GTPASE_CYCLE		34	0.33291864	1.1529337	0.250501	0.763139	1.0	1659	tags=26%, list=14%, signal=31%	
BRACHAT_RESPONSE_TO_CISPLATIN	BRACHAT_RESPONSE_TO_CISPLATIN		18	0.3891899	1.1520209	0.257874	0.7655429	1.0	2474	tags=39%, list=21%, signal=49%	
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	MCBRYAN_PUBERTAL_BREAST_5_6WK_DN		105	0.26663673	1.1514208	0.18163265	0.7668352	1.0	2449	tags=27%, list=21%, signal=33%	
WP_LACTATE_SHUTTLE_IN_GLIAL_CELLS	WP_LACTATE_SHUTTLE_IN_GLIAL_CELLS		9	0.49058717	1.1511745	0.31262136	0.7669189	1.0	2429	tags=33%, list=20%, signal=42%	
BIOCARTA_TOB1_PATHWAY	BIOCARTA_TOB1_PATHWAY		14	0.41648072	1.1507441	0.29681274	0.76767117	1.0	3220	tags=50%, list=27%, signal=68%	
REACTOME_LONG_TERM_POTENTIATION	REACTOME_LONG_TERM_POTENTIATION		12	0.44618824	1.150121	0.28309572	0.76906663	1.0	3353	tags=50%, list=28%, signal=69%	
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION		7	0.5111086	1.1498386	0.3219316	0.7692941	1.0	196	tags=29%, list=2%, signal=29%	
BIOCARTA_NFAT_PATHWAY	BIOCARTA_NFAT_PATHWAY		33	0.33522576	1.1498203	0.26736844	0.7686727	1.0	635	tags=21%, list=5%, signal=22%	
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION		14	0.4271589	1.1497954	0.2631579	0.768081	1.0	3914	tags=57%, list=33%, signal=85%	
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR	WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR		95	0.2707101	1.1494619	0.19793814	0.7684888	1.0	1406	tags=21%, list=12%, signal=24%	
BIOCARTA_BARRESTIN_PATHWAY	BIOCARTA_BARRESTIN_PATHWAY		8	0.49388245	1.1486483	0.29044834	0.7705022	1.0	5148	tags=75%, list=43%, signal=132%	
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN		71	0.28637213	1.1485842	0.17693837	0.7700288	1.0	1552	tags=18%, list=13%, signal=21%	
REACTOME_INDUCTION_OF_CELL_CELL_FUSION	REACTOME_INDUCTION_OF_CELL_CELL_FUSION		5	0.5783085	1.1485417	0.33663365	0.769473	1.0	1898	tags=40%, list=16%, signal=48%	
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION		6	0.5353323	1.1481936	0.3276515	0.76993775	1.0	1143	tags=33%, list=10%, signal=37%	
HOLLERN_PAPILLARY_BREAST_TUMOR	HOLLERN_PAPILLARY_BREAST_TUMOR		10	0.46729475	1.1481048	0.28484848	0.7695622	1.0	409	tags=20%, list=3%, signal=21%	
KUWANO_RNA_STABILIZED_BY_NO	KUWANO_RNA_STABILIZED_BY_NO		6	0.5485439	1.1476609	0.32544377	0.7704173	1.0	2906	tags=67%, list=24%, signal=88%	
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN	AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN		15	0.41807476	1.147414	0.27732792	0.7705453	1.0	2203	tags=47%, list=18%, signal=57%	
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR		66	0.29371977	1.147272	0.226	0.7703615	1.0	2349	tags=32%, list=20%, signal=39%	
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN		753	0.2121431	1.1470569	0.043778803	0.7704208	1.0	2954	tags=29%, list=25%, signal=36%	
YAGUE_PRETUMOR_DRUG_RESISTANCE_DN	YAGUE_PRETUMOR_DRUG_RESISTANCE_DN		9	0.4851886	1.1465595	0.29540917	0.7714185	1.0	54	tags=11%, list=0%, signal=11%	
WP_KIT_RECEPTOR_SIGNALING	WP_KIT_RECEPTOR_SIGNALING		41	0.3175706	1.1464784	0.23408625	0.7710076	1.0	2639	tags=34%, list=22%, signal=44%	
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP	TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_UP		170	0.24806459	1.1464151	0.14561027	0.7705485	1.0	1961	tags=24%, list=16%, signal=28%	
WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY	WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY		23	0.36633766	1.1463547	0.2647059	0.7700805	1.0	1313	tags=26%, list=11%, signal=29%	
WP_TARGET_OF_RAPAMYCIN_SIGNALING	WP_TARGET_OF_RAPAMYCIN_SIGNALING		31	0.3329409	1.1462739	0.25571725	0.76968366	1.0	1761	tags=23%, list=15%, signal=26%	
MANN_RESPONSE_TO_AMIFOSTINE_UP	MANN_RESPONSE_TO_AMIFOSTINE_UP		18	0.38802123	1.1461219	0.28483605	0.769488	1.0	1143	tags=22%, list=10%, signal=25%	
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP		92	0.27095494	1.1461209	0.1869748	0.76882446	1.0	1650	tags=17%, list=14%, signal=20%	
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN		384	0.22433332	1.146059	0.09606987	0.7683613	1.0	2087	tags=23%, list=17%, signal=27%	
GOUYER_TATI_TARGETS_UP	GOUYER_TATI_TARGETS_UP		5	0.5832628	1.1460555	0.3031496	0.76770693	1.0	895	tags=40%, list=7%, signal=43%	
WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR	WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR		18	0.39070028	1.1459533	0.2928709	0.767401	1.0	1313	tags=22%, list=11%, signal=25%	
REACTOME_SIGNALING_BY_SCF_KIT	REACTOME_SIGNALING_BY_SCF_KIT		27	0.34884986	1.1458942	0.26768643	0.76696086	1.0	2729	tags=41%, list=23%, signal=53%	
DORSEY_GAB2_TARGETS	DORSEY_GAB2_TARGETS		19	0.3815729	1.145836	0.258	0.7664943	1.0	2333	tags=37%, list=20%, signal=46%	
HAHTOLA_MYCOSIS_FUNGOIDES_UP	HAHTOLA_MYCOSIS_FUNGOIDES_UP		12	0.4386302	1.1457319	0.2689243	0.76619184	1.0	1216	tags=33%, list=10%, signal=37%	
WP_PARKINSONS_DISEASE_PATHWAY	WP_PARKINSONS_DISEASE_PATHWAY		29	0.3480545	1.1456927	0.25203252	0.76568	1.0	924	tags=17%, list=8%, signal=19%	
LOPEZ_EPITHELIOID_MESOTHELIOMA	LOPEZ_EPITHELIOID_MESOTHELIOMA		8	0.49807602	1.145552	0.31477928	0.76548195	1.0	4170	tags=75%, list=35%, signal=115%	
SUZUKI_RESPONSE_TO_TSA	SUZUKI_RESPONSE_TO_TSA		11	0.45774534	1.145484	0.2990099	0.7650442	1.0	3111	tags=64%, list=26%, signal=86%	
KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY	KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY		18	0.39062175	1.1448827	0.28089887	0.7663447	1.0	2365	tags=39%, list=20%, signal=48%	
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING	WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING		57	0.2967998	1.1447712	0.23991935	0.76604956	1.0	2153	tags=23%, list=18%, signal=28%	
KEGG_MEDICUS_REFERENCE_BLOOD_GROUP_H_O_ANTIGEN_TYPE_2_BIOSYNTHESIS	KEGG_MEDICUS_REFERENCE_BLOOD_GROUP_H_O_ANTIGEN_TYPE_2_BIOSYNTHESIS		7	0.52512723	1.144467	0.31287128	0.7665143	1.0	3025	tags=57%, list=25%, signal=76%	
NABA_ECM_AFFILIATED	NABA_ECM_AFFILIATED		57	0.29198718	1.1443987	0.22338204	0.76608163	1.0	2482	tags=26%, list=21%, signal=33%	
DOANE_RESPONSE_TO_ANDROGEN_DN	DOANE_RESPONSE_TO_ANDROGEN_DN		185	0.24468368	1.1434767	0.15366973	0.7684471	1.0	1401	tags=17%, list=12%, signal=19%	
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN		30	0.3362777	1.1431873	0.2834008	0.768771	1.0	2655	tags=33%, list=22%, signal=43%	
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS	REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS		9	0.48646712	1.1431701	0.30784315	0.76816833	1.0	2087	tags=33%, list=17%, signal=40%	
LANDIS_ERBB2_BREAST_TUMORS_324_UP	LANDIS_ERBB2_BREAST_TUMORS_324_UP		135	0.25466612	1.1429412	0.18976545	0.76824415	1.0	1704	tags=18%, list=14%, signal=21%	
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES		148	0.25400105	1.1429076	0.18398269	0.76769525	1.0	1820	tags=22%, list=15%, signal=26%	
